time,gFx,gFy,gFz,TgF
0.635721,1.0089,0.0248,0.7567,1.261
0.636375,1.0025,0.0121,0.7141,1.231
0.636717,0.9961,0.0082,0.6873,1.210
0.639530,0.9854,0.0068,0.6585,1.185
0.639996,0.9820,-0.0040,0.6326,1.168
0.643128,0.9805,-0.0015,0.5954,1.147
0.646535,0.9815,0.0073,0.5812,1.141
0.647227,0.9908,0.0292,0.5671,1.142
0.650188,1.0240,0.0918,0.5583,1.170
0.654701,0.9751,0.0820,0.5847,1.140
0.655135,0.9620,0.0884,0.5632,1.118
0.657802,0.9571,0.0751,0.5446,1.104
0.661188,0.9502,0.0517,0.5202,1.085
0.661848,0.9385,0.0288,0.4991,1.063
0.665293,0.9263,0.0014,0.4776,1.042
0.670205,0.9117,-0.0162,0.4596,1.021
0.670763,0.9038,-0.0284,0.4274,1.000
0.675088,0.8447,0.0483,0.4366,0.952
0.677108,0.8232,0.0668,0.4186,0.926
0.677758,0.8115,0.0454,0.3853,0.899
0.679953,0.8017,0.0195,0.3555,0.877
0.685117,0.7787,-0.0118,0.3223,0.843
0.685922,0.7567,-0.0460,0.2910,0.812
0.691682,0.7372,-0.0919,0.2509,0.784
0.692171,0.7250,-0.1335,0.2246,0.771
0.692481,0.7069,-0.1784,0.1810,0.751
0.701350,0.6908,-0.2243,0.1391,0.740
0.701932,0.6810,-0.2625,0.1171,0.739
0.702265,0.6663,-0.2903,0.0922,0.733
0.702549,0.6546,-0.3191,0.0633,0.731
0.711480,0.6429,-0.3362,0.0467,0.727
0.711967,0.6317,-0.3553,0.0154,0.725
0.712238,0.6253,-0.3685,-0.0148,0.726
0.714426,0.6229,-0.3797,-0.0623,0.732
0.714931,0.6160,-0.3915,-0.1072,0.738
0.727376,0.6131,-0.3998,-0.1434,0.746
0.728355,0.6126,-0.4032,-0.1995,0.760
0.729105,0.6199,-0.4042,-0.2533,0.782
0.729569,0.6199,-0.4051,-0.2958,0.797
0.730023,0.6194,-0.4076,-0.3285,0.811
0.730702,0.6224,-0.4051,-0.3882,0.838
0.733788,0.6234,-0.4037,-0.4791,0.884
0.736656,0.6248,-0.4042,-0.5499,0.925
0.736924,0.6317,-0.4071,-0.6804,1.014
0.739319,0.6585,-0.4227,-0.8455,1.152
0.743271,0.6829,-0.4422,-1.1123,1.378
0.743522,0.7245,-0.4594,-1.4035,1.645
0.747325,0.7753,-0.4853,-1.7280,1.955
0.750648,0.8310,-0.4736,-1.7910,2.030
0.750957,0.8735,-0.4560,-1.7983,2.051
0.755139,0.8935,-0.4271,-1.7719,2.030
0.759678,0.9273,-0.4095,-1.7734,2.043
0.759930,0.9283,-0.3753,-1.7363,2.004
0.764476,0.9112,-0.3372,-1.6327,1.900
0.766355,0.8715,-0.2996,-1.4787,1.742
0.766614,0.8222,-0.2659,-1.2950,1.557
0.769815,0.7636,-0.2360,-1.0815,1.345
0.773927,0.7152,-0.2253,-0.8714,1.150
0.774161,0.6863,-0.2107,-0.6554,0.972
0.777514,0.6741,-0.2033,-0.4698,0.846
0.781722,0.6439,-0.2160,-0.2816,0.735
0.782614,0.6116,-0.2214,-0.0842,0.656
0.785128,0.5657,-0.1980,0.0927,0.606
0.788715,0.5535,-0.2141,0.1679,0.617
0.788921,0.5779,-0.2150,0.1875,0.644
0.793253,0.6204,-0.2043,0.2080,0.686
0.796104,0.6453,-0.2297,0.1962,0.713
0.796794,0.6790,-0.2380,0.1757,0.741
0.799954,0.7475,-0.2581,0.1840,0.812
0.804573,0.8335,-0.2888,0.1830,0.901
0.804936,0.9058,-0.2996,0.1889,0.973
0.807528,0.9854,-0.3401,0.2050,1.062
0.815933,1.0577,-0.3851,0.1884,1.141
0.819170,1.1511,-0.4471,0.1948,1.250
0.819529,1.2072,-0.5092,0.2153,1.328
0.819744,1.2854,-0.5879,0.2412,1.434
0.819977,1.3587,-0.6489,0.2866,1.533
0.825980,1.3963,-0.7252,0.3243,1.606
0.826357,1.4212,-0.7657,0.3809,1.659
0.826616,1.4193,-0.7672,0.4620,1.678
0.829645,1.3665,-0.7174,0.5485,1.638
0.834680,1.2776,-0.6274,0.6419,1.561
0.834996,1.1833,-0.5263,0.7122,1.478
0.838907,1.0826,-0.4422,0.7625,1.396
0.840935,1.0123,-0.3788,0.7874,1.337
0.841135,0.9595,-0.3426,0.7865,1.287
0.845053,0.9073,-0.3157,0.7611,1.226
0.848769,0.8784,-0.3050,0.7181,1.175
0.852064,0.8799,-0.3064,0.6663,1.145
0.852387,0.8877,-0.3177,0.5959,1.115
0.856352,0.9038,-0.3308,0.5197,1.094
0.858869,0.9322,-0.3152,0.4518,1.083
0.859561,0.9688,-0.3279,0.3526,1.082
0.866825,1.0010,-0.3675,0.2524,1.096
0.867554,1.0250,-0.3973,0.1434,1.109
0.867891,1.0548,-0.4212,0.0369,1.136
0.870431,1.0851,-0.4315,-0.0584,1.169
0.871766,1.1159,-0.4369,-0.1522,1.208
0.875738,1.1340,-0.4310,-0.2371,1.236
0.879986,1.1379,-0.4203,-0.3100,1.252
0.880738,1.1364,-0.4129,-0.3750,1.266
0.882720,1.1218,-0.4012,-0.4155,1.262
0.886844,1.0914,-0.4046,-0.4458,1.246
0.887246,1.0651,-0.4046,-0.4541,1.227
0.889239,1.0392,-0.4081,-0.4302,1.196
0.894282,0.9961,-0.4208,-0.3916,1.150
0.894760,0.9668,-0.4422,-0.3256,1.112
0.898172,0.9390,-0.4516,-0.2362,1.068
0.902317,0.9053,-0.4648,-0.1375,1.027
0.902814,0.8808,-0.4843,-0.0065,1.005
0.905886,0.8593,-0.4931,0.1054,0.996
0.909609,0.8403,-0.5038,0.1820,0.997
0.910052,0.8144,-0.5014,0.2094,0.979
0.914226,0.7792,-0.4946,0.1923,0.943
0.916917,0.7460,-0.4760,0.1703,0.901
0.917354,0.7182,-0.4614,0.1640,0.869
0.920077,0.6981,-0.4452,0.1561,0.843
0.924020,0.6878,-0.4305,0.1410,0.824
0.924554,0.6780,-0.4252,0.1156,0.809
0.935640,0.6702,-0.4188,0.1010,0.797
0.936804,0.6707,-0.4198,0.0819,0.795
0.938044,0.6663,-0.4173,0.0540,0.788
0.939019,0.6732,-0.4261,0.0443,0.798
0.939660,0.6805,-0.4378,0.0345,0.810
0.940145,0.6962,-0.4432,0.0320,0.826
0.942572,0.6849,-0.4471,0.0169,0.818
0.951302,0.6795,-0.4471,0.0135,0.814
0.952678,0.6756,-0.4540,0.0272,0.814
0.953110,0.6771,-0.4584,0.0272,0.818
0.954752,0.6800,-0.4486,0.0457,0.816
0.955372,0.6967,-0.4193,0.0750,0.817
0.956800,0.6928,-0.4012,0.0560,0.803
0.961744,0.6688,-0.3841,0.0491,0.773
0.962769,0.6404,-0.3939,0.0369,0.753
0.965704,0.6160,-0.4139,0.0301,0.743
0.969193,0.6024,-0.4261,0.0159,0.738
0.970213,0.5848,-0.4398,0.0145,0.732
0.972551,0.5813,-0.4589,0.0208,0.741
0.975772,0.5740,-0.4823,0.0311,0.750
0.976386,0.5784,-0.5073,0.0350,0.770
0.982149,0.5858,-0.5185,0.0506,0.784
0.983316,0.5936,-0.5283,0.0609,0.797
0.983783,0.6082,-0.5458,0.0667,0.820
0.987494,0.6214,-0.5507,0.0657,0.833
0.991566,0.6190,-0.5517,0.0633,0.832
0.992222,0.6107,-0.5551,0.0516,0.827
0.996191,0.6038,-0.5688,0.0374,0.830
0.998550,0.5916,-0.5825,0.0179,0.830
0.999481,0.5838,-0.6133,-0.0148,0.847
1.002668,0.5759,-0.6460,-0.0349,0.866
