gFx,gFy,gFz
0.0512,-0.304,-0.0295
0.1646,-0.3793,-0.0408
0.1631,-0.4086,-0.0344
0.2061,-0.4046,-0.1619
0.0732,-0.6499,-0.4502
-0.027,-1.1835,-1.6337
-0.1535,-1.1498,-2.2625
-0.629,-1.0101,-1.4485
-0.3475,-0.8879,1.0538
-0.4682,-1.3091,0.8065
-0.9314,-2.0229,-0.2826
-0.5963,-1.8558,-0.1106
0.0155,-1.4581,-0.3344
-0.0226,-1.1825,0.2509
0.0326,-0.9778,0.0394
-0.0676,-0.862,-0.8084
0.1186,-0.9974,-0.7185
0.1685,-0.9573,-0.2401
0.0458,-0.84,-0.2841
-0.1643,-0.7936,-0.2284
-0.2747,-0.7579,-0.1776
-0.2117,-0.6294,-0.3339
-0.1462,-0.4697,-0.6564
-0.1237,-0.4208,-0.8064
-0.071,-0.4481,-0.3373
0.0009,-0.6221,-0.1111
0.0223,-0.8014,-0.7043
-0.0177,-0.8351,-0.76
0.0184,-0.8996,0.0169
0.0581,-1.2602,-0.3183
-0.1232,-1.3687,-0.1106
-0.479,-1.6907,-0.008
-0.8166,-2.4612,-0.5084
-0.0895,-2.1294,-1.3029
-0.0284,-0.9753,-0.6574
-0.179,-0.5195,-0.1262
-0.1804,-0.2625,0.0931
-0.2738,-0.1423,0.1786
-0.3675,-0.109,0.1566
-0.4516,-0.2312,0.1171
-0.3509,-0.3401,0.077
0.0111,-0.4193,-0.0021
-0.0001,-0.5136,-0.0544
0.08,-0.6016,-0.1121
0.2935,-0.6494,-0.5699
0.338,-0.9641,-1.682
-0.0109,-0.7569,-2.1531
-0.5644,-0.6572,-0.0921
-0.455,-0.8327,0.6931
-0.326,-1.2358,0.3594
-0.5019,-2.0004,-0.3329
-0.4604,-2.301,-0.3236
-0.392,-1.6599,0.3506
-0.0514,-1.2353,0.2412
0.2627,-0.9548,-0.2743
0.1734,-1.3994,-0.7146
0.1396,-1.1771,-0.3769
-0.0866,-0.8982,-0.1712
-0.367,-0.5507,-0.4448
-0.7106,-0.3841,-0.6178
-0.5146,-0.6309,-0.3026
-0.0607,-0.731,-0.2337
0.2539,-0.7506,-0.3139
0.3448,-0.6138,-0.5284
0.1856,-0.1848,-1.2359
-0.1956,-0.2493,-0.0442
-0.2664,-0.6343,0.0477
-0.1413,-1.1127,-0.0085
-0.0206,-1.46,-0.5298
-0.1995,-1.7547,-0.6554
-0.5303,-2.148,-0.2738
-0.5405,-2.1421,-0.4659
0.0566,-1.485,-0.7561
0.0546,-0.8581,-0.4854
-0.1496,-0.5659,-0.1517
-0.2879,-0.4271,0.0369
-0.4052,-0.3749,0.0613
-0.3407,-0.3186,0.0071
-0.1629,-0.2908,-0.0789
-0.0764,-0.2268,-0.0236
0.0126,-0.236,0.036
-0.0055,-0.2542,-0.054
